id,body,actor,reply,class,time,category,control,des_20,des_80,des_20_community_injunctive,des_80_community_injunctive,des_20_injunctive_platform,des_80_injunctive_platform,r_5,r_25,r_40,r_60,time_old format
704,"Proud of you! Stand your ground, no vaccines here either!!",jupiterpride,97,,0:10,anti-vaccine,0,1,1,0,0,1,1,,,,,00:06:15
705,Straight facts!,_aikira_,97,,0:12,anti-vaccine,0,1,1,0,0,1,,,,,,00:03:59
706,Couldn't agree more!,breathe_in,97,,2:02,anti-vaccine,0,1,1,0,0,1,1,,,,,00:04:43
707,The only reason this is problematic is because your decision not to vaccinate doesn't only affect your children.....,jiruletheworld,97,,0:04,pro-vaccine,0,0,0,1,1,0,0,,,,,00:06:38
708,"NO. YOU NOT GETTING YOUR KIDS VACCINATED AFFECTS MY KIDS, TOO. So we WILL be talking. ",lucyinurdreams,97,,0:07,pro-vaccine,0,0,0,1,1,0,,,,,,00:04:09
709,These sorts of decisions are just plain reckless. You put everyone at risk when you don't vaccinate.,ayoitsayo,97,,0:10,pro-vaccine,0,0,0,1,1,0,0,,,,,00:03:59
710,"It's really telling that you're not willing to debate on this, just saying.",sweetietooth,97,,4:11,pro-vaccine,0,0,0,1,1,0,0,,,,,00:08:53
711,YES!!!,jupiterpride,98,,0:05,anti-vaccine,0,1,1,0,0,1,1,,,,,00:07:48
712,I am so sick of having to argue my children out of shots for school!,breathe_in,98,,0:12,anti-vaccine,0,1,1,0,0,1,1,,,,,00:09:26
713,Thank you! OUR BODIES OUR CHOICE!!!,jackrussellmom,98,,3:01,anti-vaccine,0,1,1,0,0,1,1,,,,,00:00:02
714,"Do you have evidence to support your stance, or do you just tend to shout ill-informed opinions into the social media abyss?",ayoitsayo,98,,0:05,pro-vaccine,0,0,0,1,1,0,0,,,,,00:07:31
715,"This would be a bad idea, actually.",sweetietooth,98,,0:19,pro-vaccine,0,0,0,1,1,0,0,,,,,00:03:39
716,Vaccines keep us all safe. We SHOULD all be encouraged to get them.,dana84,98,,2:38,pro-vaccine,0,0,0,1,1,0,0,,,,,00:03:46
717,Here's to that!,breathe_in,99,,0:01,anti-vaccine,0,1,1,0,0,1,1,,,,,00:02:54
718,Thank you for sharing! Spreading the TRUTH is the only way to stop this conspiracy,jackrussellmom,99,,0:08,anti-vaccine,0,1,1,0,0,1,1,,,,,00:04:47
719,I'm proud I say no to vaccines!!!,lavenderrrrrr,99,,2:20,anti-vaccine,0,1,1,0,0,1,1,,,,,00:00:50
720,I'm more than willing to pay for the healthcare that keeps my family healthy.,sweetietooth,99,,0:03,pro-vaccine,0,0,0,1,1,0,0,,,,,00:06:49
721,Fear mongering at its finest right here...,dana84,99,,0:14,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:18
722,"Or, consider this, we all say ""yes"" because it's the responsible thing to do.",lucyinurdreams,99,,3:16,pro-vaccine,0,0,0,1,1,0,0,,,,,00:04:16
723,The sheep are literally so dumb 😂,jackrussellmom,100,,0:03,anti-vaccine,0,1,1,0,0,1,1,,,,,00:00:44
724,LMAO seriously tho!,lavenderrrrrr,100,,0:06,anti-vaccine,0,1,1,0,0,1,1,,,,,00:04:08
725,Right like what is going through their heads to think that is okay?! lol no way I'm injecting myself with a virus,wiz_khaleesi,100,,0:16,anti-vaccine,0,1,1,0,0,1,,,,,,00:03:59
726,Injecting themselves with the thing they don't wanna catch. That's sheep logic right there!!,tastyrobot,100,,4:00,anti-vaccine,0,1,1,0,0,1,1,,,,,00:07:16
727,You clearly have no idea how immunity works.....,dana84,100,,0:02,pro-vaccine,0,0,0,1,1,0,0,,,,,00:07:13
728,Please don't post about something if you have no idea how it works. You are actively spreading bad information.,lucyinurdreams,100,,0:12,pro-vaccine,0,0,0,1,1,0,0,,,,,00:05:15
729,"Ignorance is bliss, huh? ",gwenfromtheblock,100,,0:18,pro-vaccine,0,0,0,1,1,0,,,,,,00:00:52
730,"Do you not realize it's completely safe? If the actual virus infects you, it will be much worse than getting a tiny needle stuck in your arm. ",clayton.myers,100,,0:22,pro-vaccine,0,0,0,1,1,0,,,,,,00:07:16
731,I am at a loss for this one. The science behind vaccines is so logical.,chefricky,100,,2:43,pro-vaccine,0,0,0,1,1,0,0,,,,,00:04:43
732,We will not subject ourselves to being experimented on!,lavenderrrrrr,101,,0:01,anti-vaccine,0,1,1,0,0,1,1,,,,,00:08:51
733,"If you don't understand it, don't partake. I can't trust big medicine!!",tastyrobot,101,,0:14,anti-vaccine,0,1,1,0,0,1,1,,,,,00:07:16
734,Absolutely! Stop! Vaccinating!,wiz_khaleesi,101,,3:55,anti-vaccine,0,1,1,0,0,1,1,,,,,00:03:53
735,"Tons of evidence on how vaccines are safe and how they were tested, and you honestly believe you're the test subject?",lucyinurdreams,101,,0:05,pro-vaccine,0,0,0,1,1,0,0,,,,,00:09:39
736,"This is nothing but fear mongering, you actually think vaccines are released without testing?",chefricky,101,,0:07,pro-vaccine,0,0,0,1,1,0,0,,,,,00:05:47
737,How are we test subjects? What exactly are they testing? None of these kinds of claims make sense. ,sweetietooth,101,,0:14,pro-vaccine,0,0,0,1,1,0,,,,,,00:03:59
738,Please don't listen to ridiculous claims like this. Vaccines are safe and save lives.,clayton.myers,101,,3:34,pro-vaccine,0,0,0,1,1,0,0,,,,,00:04:07
739,Exactly! Don't subject yourself to a treatment that is worse than the disease,tastyrobot,102,,0:01,anti-vaccine,0,1,1,0,0,1,1,,,,,00:03:04
740,This is what I keep saying! More people need to question why they medicate the way they do,wiz_khaleesi,102,,0:10,anti-vaccine,0,1,1,0,0,1,1,,,,,00:07:57
741,Can confirm I almost always feel sick and sore after getting a vaccine! Finally decided it wasn't worth it anymore!,cavsforever,102,,2:37,anti-vaccine,0,1,1,0,0,1,1,,,,,00:07:23
742,"Vaccines don't MAKE you sick, that's your body responding correctly and learning how to fight the real virus.",chefricky,102,,0:01,pro-vaccine,0,0,0,1,1,0,0,,,,,00:04:13
743,You're telling me feeling a bit crummy for an afternoon isn't worth protection from deadly diseases?,clayton.myers,102,,0:14,pro-vaccine,0,0,0,1,1,0,0,,,,,00:03:41
744,I get vaccinated because it's the socially responsible thing to do.,aleeboi,102,,2:25,pro-vaccine,0,0,0,1,1,0,0,,,,,00:04:25
745,It's terrifying what people will ignore!,wiz_khaleesi,103,,0:05,anti-vaccine,0,1,1,0,0,1,1,,,,,00:00:09
746,"Omg, just look at all those toxins. It's a no for me.",cavsforever,103,,0:14,anti-vaccine,0,1,1,0,0,1,1,,,,,00:02:57
747,Absolutely horrifying! Thank you for sharing.,tacoguy,103,,0:18,anti-vaccine,0,1,1,0,0,1,1,,,,,00:09:32
748,And to think people don't care about what they're putting in their bodies. It's upsetting. ,lavenderrrrrr,103,,2:02,anti-vaccine,0,1,1,0,0,1,,,,,,00:07:16
749,The fear mongering is strong with this one...,clayton.myers,103,,0:03,pro-vaccine,0,0,0,1,1,0,0,,,,,00:09:20
750,Just because you don't understand these words doesn't mean they're dangerous.,aleeboi,103,,9:13,pro-vaccine,0,0,0,1,1,0,0,,,,,00:01:48
751,"10/10 would recommend trusting the experts, they know best. Don't spread fear around something you know nothing about.",mewranda,103,,4:52,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:52
752,You go!! We support your freedoms!!!,cavsforever,104,,0:04,anti-vaccine,0,1,1,0,0,1,1,,,,,00:07:27
753,Heck yeah! Parents know best!,tacoguy,104,,0:08,anti-vaccine,0,1,1,0,0,1,1,,,,,00:01:43
754,#RETWEET,jupiterpride,104,,0:09,anti-vaccine,0,1,1,0,0,1,,,,,,00:03:41
755,No one gets to say what my children need or don't need!!!!,bblueberryy,104,,0:12,anti-vaccine,0,1,1,0,0,1,,,,,,00:02:25
756,"ALWAYS PUT YOUR CHILDREN FIRST, NOT BIG PHARMA",M.Kapadia92,104,,0:17,anti-vaccine,0,1,1,0,0,1,,,,,,00:04:47
757,"This is the fight of our lives, and I'm with you! #MYCHILDRENMYCHOICE",Ataylor,104,,4:47,anti-vaccine,0,1,1,0,0,1,1,,,,,00:08:48
758,What do you actually think natural immunity is? That't not a thing.,aleeboi,104,,0:02,pro-vaccine,0,0,0,1,1,0,0,,,,,00:03:09
759,Your child your choice only applies when the decisions don't affect others. That's not the case when you choose not to vaccinate.,mewranda,104,,0:08,pro-vaccine,0,0,0,1,1,0,0,,,,,00:02:25
760,Yes please put your kids at risk AND my kids at risk because you choose to not believe trained doctors and medical professionals everywhere.,B.Mike,104,,0:10,pro-vaccine,0,0,0,1,1,0,,,,,,00:01:00
761,"Please stop, these kinds of posts are unnecessary and spread dangerous misinformation.",VitaBOCA,104,,0:11,pro-vaccine,0,0,0,1,1,0,,,,,,00:03:41
762,I'd like to see not vaccinating your kids be listed as a form of child abuse. You're putting them in danger!,MrShazam,104,,0:19,pro-vaccine,0,0,0,1,1,0,,,,,,00:04:47
763,Please do the responsible thing and vaccinate.,masterchefterry,104,,3:07,pro-vaccine,0,0,0,1,1,0,0,,,,,00:04:06
764,Exactly! Who knows what could happen if you get the vaccine...,tacoguy,105,,0:02,anti-vaccine,0,1,1,0,0,1,1,,,,,00:03:31
765,"This is so true, getting vaccinated truly defies logic",Ataylor,105,,0:05,anti-vaccine,0,1,1,0,0,1,1,,,,,00:00:08
766,And the flu isn't even that bad. A couple of sniffles is way better than the terrible side effects of the flu vaccine. ,M.Kapadia92,105,,0:11,anti-vaccine,0,1,1,0,0,1,,,,,,00:00:52
767,So with you on this one!,Sue_S,105,,4:44,anti-vaccine,0,1,1,0,0,1,1,,,,,00:04:53
768,"Stop framing the side effects as unknown, they are known to be minor and rare and protect all of us.",mewranda,105,,0:05,pro-vaccine,0,0,0,1,1,0,0,,,,,00:08:22
769,Are you kidding me? Thousands of people die from the flu each year!!! This number would be MUCH higher if it wasn't for vaccines. ,MrShazam,105,,0:07,pro-vaccine,0,0,0,1,1,0,,,,,,00:04:47
770,"Trust me when I say the flu is not minor for all. It can be serious, that's why we vaccinate.",masterchefterry,105,,0:16,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:42
771,I hope you never end up in a situation that forces you to understand how dangerous the flu can truly be. This is a reality for a lot of people.,gwenfromtheblock,105,,2:40,pro-vaccine,0,0,0,1,1,0,0,,,,,00:04:40
772,So nice to see more young people on the right side of this!,Ataylor,106,,0:03,anti-vaccine,0,1,1,0,0,1,1,,,,,00:05:15
773,Way to think for yourself! NO VACCINES!!,Sue_S,106,,0:10,anti-vaccine,0,1,1,0,0,1,1,,,,,00:09:49
774,The toxins are SO terrible!,karenM,106,,5:00,anti-vaccine,0,1,1,0,0,1,1,,,,,00:06:04
775,..... I seriously don't understand what toxins? What are you talking about?,masterchefterry,106,,0:05,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:29
776,Pretty sure if vaccines were actually toxic we would notice much more of a problem,gwenfromtheblock,106,,0:16,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:31
777,"You may have good intentions, don't spread information when you are clearly so uninformed on the subject.",fgonzalez,106,,2:38,pro-vaccine,0,0,0,1,1,0,0,,,,,00:08:32
778,It's like they're TRYING to confuse us! Can't trust it,Sue_S,107,,0:02,anti-vaccine,0,1,1,0,0,1,1,,,,,00:00:18
779,"When you look into what those ingredients actually are, it only gets worse. No way it's healthy!",karenM,107,,0:15,anti-vaccine,0,1,1,0,0,1,1,,,,,00:04:47
780,I just don't understand how people can inject themselves with such terrible toxic chemicals like its nothing,Ataylor,107,,0:21,anti-vaccine,0,1,1,0,0,1,,,,,,00:00:52
781,How someone can see the ingredients in vaccines and still be okay with getting them makes no sense to me.,jake_turk,107,,2:01,anti-vaccine,0,1,1,0,0,1,1,,,,,00:01:00
782,"You may not understand it, but the scientists do and that's what matters. They're the experts here.",gwenfromtheblock,107,,0:04,pro-vaccine,0,0,0,1,1,0,0,,,,,00:05:12
783,Scientists can justify it. You don't have to. Just get the vaccine and stop making up things in your head. ,Marcymaniac,107,,0:10,pro-vaccine,0,0,0,1,1,0,,,,,,00:04:47
784,You underestimate the extreme tests vaccines go through. They are NOT unpredictable.,fgonzalez,107,,0:13,pro-vaccine,0,0,0,1,1,0,0,,,,,00:09:08
785,"Vaccines keep all of us safe, and are a key part of herd immunity. Please try to understand this.",VitaBOCA,107,,3:17,pro-vaccine,0,0,0,1,1,0,0,,,,,00:07:28
786,Feel free to ask me any questions! Been through it before,karenM,108,,0:04,anti-vaccine,0,1,1,0,0,1,1,,,,,00:00:53
787,"Ugh this can be such a pain, but so smart! Totally support you this is the right thing to be doing",jake_turk,108,,0:15,anti-vaccine,0,1,1,0,0,1,1,,,,,00:01:28
788,You should be able to just ask the school about how to be exempt. It's your right!,snowbird,108,,2:59,anti-vaccine,0,1,1,0,0,1,1,,,,,00:06:59
789,Please remember schools recommend being vaccinated for a reason.,fgonzalez,108,,0:01,pro-vaccine,0,0,0,1,1,0,0,,,,,00:08:24
790,"This really isn't responsible, vaccinating your kids would better protect all of their classmates.",VitaBOCA,108,,0:09,pro-vaccine,0,0,0,1,1,0,0,,,,,00:05:13
791,"These decisions affect everyone, remember. The responsible thing to do is keep your kids' school safe and vaccinate them.",EZpz,108,,4:37,pro-vaccine,0,0,0,1,1,0,0,,,,,00:03:20
792,"So true, but what do you expect, the sheep to listen to logic?",jake_turk,109,,0:03,anti-vaccine,0,1,1,0,0,1,1,,,,,00:04:53
793,Say it louder for the people in the back!!! THIS!!,snowbird,109,,0:08,anti-vaccine,0,1,1,0,0,1,1,,,,,00:04:40
794,Give me the flu over those side effects any day.,difrad,109,,2:20,anti-vaccine,0,1,1,0,0,1,1,,,,,00:06:39
795,"We're talking protection from deadly disease here, not some minor thing.",VitaBOCA,109,,0:03,pro-vaccine,0,0,0,1,1,0,0,,,,,00:09:45
796,"Vaccines are safe, and save lives. Where is your evidence that says otherwise?",EZpz,109,,0:17,pro-vaccine,0,0,0,1,1,0,0,,,,,00:04:58
797,"You have to stop spreading this disinformation, it's so reckless.",MrShazam,109,,2:13,pro-vaccine,0,0,0,1,1,0,0,,,,,00:09:13
798,People are so dumb!! Why would you get vaccinated??,snowbird,110,,0:05,anti-vaccine,0,1,1,0,0,1,1,,,,,00:00:29
799,EXACTLY!!!,difrad,110,,0:18,anti-vaccine,0,1,1,0,0,1,1,,,,,00:07:29
800,"RIGHT? I'll take my chances with my natural immunity instead, thanks!!",wiz_khaleesi,110,,0:20,anti-vaccine,0,1,1,0,0,1,1,,,,,00:01:00
801,LMAO vaccine logic is so wack,M.Kapadia92,110,,4:40,anti-vaccine,0,1,1,0,0,1,1,,,,,00:03:41
802,"Bruh. If you don't understand immunity (which you clearly don't), don't post about it.",EZpz,110,,0:04,pro-vaccine,0,0,0,1,1,0,0,,,,,00:02:45
803,"You do know it's not the actual active virus, right? Vaccines teach your immune system how to respond to the real thing.",MrShazam,110,,0:07,pro-vaccine,0,0,0,1,1,0,0,,,,,00:02:41
804,That't not how vaccines work. That's not how any of this works.,JuniperQ,110,,2:57,pro-vaccine,0,0,0,1,1,0,0,,,,,00:07:52
805,"It's so ridiculous, isn't it?",difrad,111,,0:02,anti-vaccine,0,1,1,0,0,1,1,,,,,00:02:18
806,Of course they pretend! If snowflakes admitted vaccines don't actually work that would go against their agenda,M.Kapadia92,111,,0:07,anti-vaccine,0,1,1,0,0,1,1,,,,,00:02:05
807,Honestly it's scary what people will turn a blind eye to.,SnakeCharmer,111,,3:30,anti-vaccine,0,1,1,0,0,1,1,,,,,00:05:58
808,"Where is your evidence for ""all the time""? What are you talking about?",MrShazam,111,,0:02,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:17
809,"Yes, that's kind of the whole point of vaccines 😪  gettng a little sick after the shot is way better than possibly dying from a virus...",EZpz,111,,0:05,pro-vaccine,0,0,0,1,1,0,0,,,,,00:02:25
810,All this post is is baseless fear mongering.,JuniperQ,111,,0:09,pro-vaccine,0,0,0,1,1,0,0,,,,,00:09:04
811,"Dude, you gotta get your facts straight. Vaccines are SAFE.",csmbx1,111,,4:36,pro-vaccine,0,0,0,1,1,0,0,,,,,00:08:03
812,Hell yeah!,M.Kapadia92,112,,0:04,anti-vaccine,0,1,1,0,0,1,1,,,,,00:01:27
813,Exposure to disease is SO important for building body strength!,SnakeCharmer,112,,0:06,anti-vaccine,0,1,1,0,0,1,1,,,,,00:02:44
814,"This is why I'll never trust the doctors and their vaccines, it's clear Big Pharma is in their pockets",bblueberryy,112,,0:10,anti-vaccine,0,1,1,0,0,1,1,,,,,0:03:25
815,Vaccines will make us weaker in the long run!,livelaughlove,112,,3:46,anti-vaccine,0,1,1,0,0,1,1,,,,,00:09:46
816,Why risk getting sick when a vaccine will give you that immunity?,youngcunningham,112,,0:01,pro-vaccine,0,0,0,1,1,0,0,,,,,00:08:46
817,Except getting sick with the virus is way worse than getting sick with the vaccine,Marcymaniac,112,,0:11,pro-vaccine,0,0,0,1,1,0,0,,,,,00:02:25
818,"What's so bad about man-made immunity? If it works, it works.",generic-joe,112,,0:15,pro-vaccine,0,0,0,1,1,0,0,,,,,00:08:56
819,"What does ""naturally strong"" even mean? No one is naturally immune to disease...",Smitty12,112,,2:03,pro-vaccine,0,0,0,1,1,0,0,,,,,00:09:19
820,Couldn't agree more!,SnakeCharmer,113,,0:03,anti-vaccine,0,1,1,0,0,1,1,,,,,00:03:59
821,Especially when you consider the possible side effects of the vaccines... where is the logic??,livelaughlove,113,,0:06,anti-vaccine,0,1,1,0,0,1,1,,,,,00:04:22
822,You would think they would do their research if they want the best for their kids. ,jake_turk,113,,0:09,anti-vaccine,0,1,1,0,0,1,1,,,,,00:02:25
823,"Never had my kids vaccinated, and they never got the flu. I know my friends who are parents can't say the same!",snowbird,113,,0:15,anti-vaccine,0,1,1,0,0,1,1,,,,,0:00:25
824,There's no logic for these helicopter parents.,bblueberryy,113,,4:17,anti-vaccine,0,1,1,0,0,1,1,,,,,00:07:17
825,There's nothing shameful about taking some responsibility.,generic-joe,113,,0:04,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:48
826,"Some people aren't so lucky to be able to shrug of the flu, it can be really dangerous.",Smitty12,113,,0:17,pro-vaccine,0,0,0,1,1,0,0,,,,,00:03:17
827,"Doing the best thing to protect our children isn't ""hiding"", come on now.",hockeymom101,113,,4:21,pro-vaccine,0,0,0,1,1,0,0,,,,,00:02:21
828,Here with you!!,livelaughlove,114,,0:05,anti-vaccine,0,1,1,0,0,1,1,,,,,00:07:07
829,Stopped vaccinating eight years ago and never looked back!,bblueberryy,114,,0:16,anti-vaccine,0,1,1,0,0,1,1,,,,,00:04:48
830,VACCINES KILL!!!,M.Kapadia92,114,,0:19,anti-vaccine,0,1,1,0,0,1,1,,,,,00:03:15
831,Heck yea I will!,jake_turk,114,,3:03,anti-vaccine,0,1,1,0,0,1,1,,,,,00:02:25
832,...is that all? do you have any evidence or reasoning for this stance?,Smitty12,114,,0:02,pro-vaccine,0,0,0,1,1,0,0,,,,,00:04:20
833,You just really yelling anything without context these days huh.,hockeymom101,114,,0:06,pro-vaccine,0,0,0,1,1,0,0,,,,,00:02:22
834,This is SO irresponsible.,SamTHEMAN,114,,3:10,pro-vaccine,0,0,0,1,1,0,0,,,,,00:08:22
835,Wish more people would read this.,bblueberryy,115,,0:03,anti-vaccine,0,1,1,0,0,1,1,,,,,00:05:41
836,So ridiculous what vaccinators are willing to turn a blind eye to.,M.Kapadia92,115,,0:06,anti-vaccine,0,1,1,0,0,1,1,,,,,00:07:45
