id,body,actor,reply,class,time,category,control,des_20,des_80,des_20_community_injunctive,des_80_community_injunctive,des_20_injunctive_platform,des_80_injunctive_platform
678,"A vaccine's purpose is to BUILD your immunity, what about that is hard to understand?",mariaann,93,,00:06:03,anti-vaccine,0,1,1,0,0,1,1
679,"What is it with people and their aversions to things that aren't ""all-natural"" in healthcare? You telling me you don't eat any processed foods either?",thisisalfie1998,93,,00:08:52,anti-vaccine,0,1,1,0,0,1,1
680,"Give me a break. I'll take the miracle of healthcare, but thanks.",KatieeeM,93,,00:02:46,anti-vaccine,0,1,1,0,0,1,1
681,Rt!!!!!!,casssssssssie,94,,00:00:32,pro-vaccine,0,0,0,1,1,0,0
682,"Couldn't agree more, what could be worth these risks?",breethebaker,94,,00:07:57,pro-vaccine,0,0,0,1,1,0,0
683,"I'll never regret not vaccinating my kids for this reason, peace of mind is priceless.",kittycatbakes,94,,00:06:24,pro-vaccine,0,0,0,1,1,0,0
684,"You're against ALL risk? That's not a great look, the benefits of vaccines way outweight any overhyped ""risks""",thisisalfie1998,94,,00:03:47,anti-vaccine,0,1,1,0,0,1,1
685,How are they harmful exactly?,EmmaSmith0214,94,,00:01:54,pro-vaccine,0,0,0,1,1,0,
686,"This is a gross exaggeration. Vaccines are safe, and I don't appreciate the spread of misinformation.",KatieeeM,94,,00:08:08,anti-vaccine,0,1,1,0,0,1,1
687,"Seriously, where did people start getting the idea that vaccines are so very risky?? It's all such a huge baseless conspiracy.",TimBJenkins,94,,00:03:23,pro-vaccine,0,0,0,1,1,0,0
688,More people need to be asking questions about this,breethebaker,95,,00:05:27,pro-vaccine,0,0,0,1,1,0,0
689,Injecting us with sugar water and expecting us to believe it's doing anything besides making them richer. Wake up!!!,kittycatbakes,95,,00:09:33,pro-vaccine,0,0,0,1,1,0,0
690,"Big pharma runs so deep, no way I can trust their shots.",localewis,95,,00:04:10,anti-vaccine,0,1,1,0,0,1,1
691,All credible medical experts recommend getting vaccinated. Don't be fooled by distractions like these.,KatieeeM,95,,00:07:44,anti-vaccine,0,1,1,0,0,1,1
692,"This information is dangerous and misleading, and the worst part is I think you know it. Enough of this anti-vax crap.",TimBJenkins,95,,00:01:58,anti-vaccine,0,1,1,0,0,1,1
693,"Can we stop with these made up ideas, please? Who the heck is ""Big Pharma"" anyways? Just a huge conspiracy theory if you ask me.",sweetietooth,95,,00:04:09,pro-vaccine,0,0,0,1,1,0,
694,"I'll stick with the experts on this one, but thanks.",jiruletheworld,95,,00:04:50,pro-vaccine,0,0,0,1,1,0,0
695,"Exactly! Can't believe people actually believe this ""science""!!",kittycatbakes,96,,00:03:10,pro-vaccine,0,0,0,1,1,0,0
696,"This science is honestly the logic of a four year old.... If I wanted the virus in me, I would go catch the illness.",localewis,96,,00:04:09,anti-vaccine,0,1,1,0,0,1,1
697,"When the side effects are worse than the actual virus, forget about it! ",earthpulse,96,,00:01:54,anti-vaccine,0,1,1,0,0,1,
698,Ugh they must think we're stupid if we're going to blindly get vaccines that HURT US! ,casssssssssie,96,,0:04:09,anti-vaccine,0,1,1,0,0,1,
699,People see the big shiny reward of immunity and are completely blind to the price.,jupiterpride,96,,00:02:40,pro-vaccine,0,0,0,1,1,0,0
700,"Yes, because clearly doctors are hiding something by literally telling us about and disclosing all potential side effects. There is no conspiracy here.",TimBJenkins,96,,00:04:11,pro-vaccine,0,0,0,1,1,0,0
701,"Doctors have nothing to hide, and they aren't hiding anything. You know why? Because vaccines WORK.",jiruletheworld,96,,00:07:42,pro-vaccine,0,0,0,1,1,0,0
702,Literally when has any doctor ever tried to hide the disclosure stuff.... this is such bad disinformation.,ayoitsayo,96,,00:06:25,anti-vaccine,0,1,1,0,0,1,1
703,Amen! People gotta stay out of my business fr,localewis,97,,00:04:43,anti-vaccine,0,1,1,0,0,1,1
704,"Proud of you! Stand your ground, no vaccines here either!!",jupiterpride,97,,00:06:15,anti-vaccine,0,1,1,0,0,1,1
705,Straight facts!,_aikira_,97,,00:03:59,anti-vaccine,0,1,1,0,0,1,
706,Couldn't agree more!,breathe_in,97,,00:04:43,pro-vaccine,0,0,0,1,1,0,0
707,The only reason this is problematic is because your decision not to vaccinate doesn't only affect your children.....,jiruletheworld,97,,00:06:38,pro-vaccine,0,0,0,1,1,0,0
708,"NO. YOU NOT GETTING YOUR KIDS VACCINATED AFFECTS MY KIDS, TOO. So we WILL be talking. ",lucyinurdreams,97,,00:04:09,pro-vaccine,0,0,0,1,1,0,
709,These sorts of decisions are just plain reckless. You put everyone at risk when you don't vaccinate.,ayoitsayo,97,,00:03:59,anti-vaccine,0,1,1,0,0,1,1
710,"It's really telling that you're not willing to debate on this, just saying.",sweetietooth,97,,00:08:53,anti-vaccine,0,1,1,0,0,1,1
711,YES!!!,jupiterpride,98,,00:07:48,pro-vaccine,0,0,0,1,1,0,0
712,I am so sick of having to argue my children out of shots for school!,breathe_in,98,,00:09:26,pro-vaccine,0,0,0,1,1,0,0
713,Thank you! OUR BODIES OUR CHOICE!!!,jackrussellmom,98,,00:00:02,pro-vaccine,0,0,0,1,1,0,0
714,"Do you have evidence to support your stance, or do you just tend to shout ill-informed opinions into the social media abyss?",ayoitsayo,98,,00:07:31,anti-vaccine,0,1,1,0,0,1,1
715,"This would be a bad idea, actually.",sweetietooth,98,,00:03:39,anti-vaccine,0,1,1,0,0,1,1
716,Vaccines keep us all safe. We SHOULD all be encouraged to get them.,dana84,98,,00:03:46,anti-vaccine,0,1,1,0,0,1,1
717,Here's to that!,breathe_in,99,,00:02:54,pro-vaccine,0,0,0,1,1,0,0
718,Thank you for sharing! Spreading the TRUTH is the only way to stop this conspiracy,jackrussellmom,99,,00:04:47,pro-vaccine,0,0,0,1,1,0,0
719,I'm proud I say no to vaccines!!!,lavenderrrrrr,99,,00:00:50,pro-vaccine,0,0,0,1,1,0,0
720,I'm more than willing to pay for the healthcare that keeps my family healthy.,sweetietooth,99,,00:06:49,anti-vaccine,0,1,1,0,0,1,1
721,Fear mongering at its finest right here...,dana84,99,,00:00:18,anti-vaccine,0,1,1,0,0,1,1
722,"Or, consider this, we all say ""yes"" because it's the responsible thing to do.",lucyinurdreams,99,,00:04:16,anti-vaccine,0,1,1,0,0,1,1
723,The sheep are literally so dumb 😂,jackrussellmom,100,,00:00:44,pro-vaccine,0,0,0,1,1,0,0
724,LMAO seriously tho!,lavenderrrrrr,100,,00:04:08,pro-vaccine,0,0,0,1,1,0,0
725,Right like what is going through their heads to think that is okay?! lol no way I'm injecting myself with a virus,wiz_khaleesi,100,,00:03:59,anti-vaccine,0,1,1,0,0,1,
726,Injecting themselves with the thing they don't wanna catch. That's sheep logic right there!!,tastyrobot,100,,00:07:16,anti-vaccine,0,1,1,0,0,1,1
727,You clearly have no idea how immunity works.....,dana84,100,,00:07:13,anti-vaccine,0,1,1,0,0,1,1
728,Please don't post about something if you have no idea how it works. You are actively spreading bad information.,lucyinurdreams,100,,00:05:15,anti-vaccine,0,1,1,0,0,1,1
729,"Ignorance is bliss, huh? ",gwenfromtheblock,100,,00:00:52,pro-vaccine,0,0,0,1,1,0,
730,"Do you not realize it's completely safe? If the actual virus infects you, it will be much worse than getting a tiny needle stuck in your arm. ",clayton.myers,100,,00:07:16,pro-vaccine,0,0,0,1,1,0,
731,I am at a loss for this one. The science behind vaccines is so logical.,chefricky,100,,00:04:43,pro-vaccine,0,0,0,1,1,0,0
732,We will not subject ourselves to being experimented on!,lavenderrrrrr,101,,00:08:51,anti-vaccine,0,1,1,0,0,1,1
733,"If you don't understand it, don't partake. I can't trust big medicine!!",tastyrobot,101,,00:07:16,anti-vaccine,0,1,1,0,0,1,1
734,Absolutely! Stop! Vaccinating!,wiz_khaleesi,101,,00:03:53,anti-vaccine,0,1,1,0,0,1,1
735,"Tons of evidence on how vaccines are safe and how they were tested, and you honestly believe you're the test subject?",lucyinurdreams,101,,00:09:39,pro-vaccine,0,0,0,1,1,0,0
736,"This is nothing but fear mongering, you actually think vaccines are released without testing?",chefricky,101,,00:05:47,pro-vaccine,0,0,0,1,1,0,0
737,How are we test subjects? What exactly are they testing? None of these kinds of claims make sense. ,sweetietooth,101,,00:03:59,pro-vaccine,0,0,0,1,1,0,
738,Please don't listen to ridiculous claims like this. Vaccines are safe and save lives.,clayton.myers,101,,00:04:07,anti-vaccine,0,1,1,0,0,1,1
739,Exactly! Don't subject yourself to a treatment that is worse than the disease,tastyrobot,102,,00:03:04,anti-vaccine,0,1,1,0,0,1,1
740,This is what I keep saying! More people need to question why they medicate the way they do,wiz_khaleesi,102,,00:07:57,anti-vaccine,0,1,1,0,0,1,1
741,Can confirm I almost always feel sick and sore after getting a vaccine! Finally decided it wasn't worth it anymore!,cavsforever,102,,00:07:23,pro-vaccine,0,0,0,1,1,0,0
742,"Vaccines don't MAKE you sick, that's your body responding correctly and learning how to fight the real virus.",chefricky,102,,00:04:13,pro-vaccine,0,0,0,1,1,0,0
743,You're telling me feeling a bit crummy for an afternoon isn't worth protection from deadly diseases?,clayton.myers,102,,00:03:41,pro-vaccine,0,0,0,1,1,0,0
744,I get vaccinated because it's the socially responsible thing to do.,aleeboi,102,,00:04:25,anti-vaccine,0,1,1,0,0,1,1
745,It's terrifying what people will ignore!,wiz_khaleesi,103,,00:00:09,anti-vaccine,0,1,1,0,0,1,1
746,"Omg, just look at all those toxins. It's a no for me.",cavsforever,103,,00:02:57,anti-vaccine,0,1,1,0,0,1,1
747,Absolutely horrifying! Thank you for sharing.,tacoguy,103,,00:09:32,pro-vaccine,0,0,0,1,1,0,0
748,And to think people don't care about what they're putting in their bodies. It's upsetting. ,lavenderrrrrr,103,,00:07:16,anti-vaccine,0,1,1,0,0,1,
749,The fear mongering is strong with this one...,clayton.myers,103,,00:09:20,pro-vaccine,0,0,0,1,1,0,0
750,Just because you don't understand these words doesn't mean they're dangerous.,aleeboi,103,,00:01:48,anti-vaccine,0,1,1,0,0,1,1
751,"10/10 would recommend trusting the experts, they know best. Don't spread fear around something you know nothing about.",mewranda,103,,00:00:52,anti-vaccine,0,1,1,0,0,1,1
752,You go!! We support your freedoms!!!,cavsforever,104,,00:07:27,anti-vaccine,0,1,1,0,0,1,1
753,Heck yeah! Parents know best!,tacoguy,104,,00:01:43,pro-vaccine,0,0,0,1,1,0,0
754,#RETWEET,jupiterpride,104,,00:03:41,pro-vaccine,0,0,0,1,1,0,
755,No one gets to say what my children need or don't need!!!!,bblueberryy,104,,00:02:25,pro-vaccine,0,0,0,1,1,0,
756,"ALWAYS PUT YOUR CHILDREN FIRST, NOT BIG PHARMA",M.Kapadia92,104,,00:04:47,anti-vaccine,0,1,1,0,0,1,
757,"This is the fight of our lives, and I'm with you! #MYCHILDRENMYCHOICE",Ataylor,104,,00:08:48,anti-vaccine,0,1,1,0,0,1,1
758,What do you actually think natural immunity is? That't not a thing.,aleeboi,104,,00:03:09,anti-vaccine,0,1,1,0,0,1,1
759,Your child your choice only applies when the decisions don't affect others. That's not the case when you choose not to vaccinate.,mewranda,104,,00:02:25,pro-vaccine,0,0,0,1,1,0,0
760,Yes please put your kids at risk AND my kids at risk because you choose to not believe trained doctors and medical professionals everywhere.,B.Mike,104,,00:01:00,pro-vaccine,0,0,0,1,1,0,
761,"Please stop, these kinds of posts are unnecessary and spread dangerous misinformation.",VitaBOCA,104,,00:03:41,pro-vaccine,0,0,0,1,1,0,
762,I'd like to see not vaccinating your kids be listed as a form of child abuse. You're putting them in danger!,MrShazam,104,,00:04:47,pro-vaccine,0,0,0,1,1,0,
763,Please do the responsible thing and vaccinate.,masterchefterry,104,,00:04:06,anti-vaccine,0,1,1,0,0,1,1
764,Exactly! Who knows what could happen if you get the vaccine...,tacoguy,105,,00:03:31,anti-vaccine,0,1,1,0,0,1,1
765,"This is so true, getting vaccinated truly defies logic",Ataylor,105,,00:00:08,pro-vaccine,0,0,0,1,1,0,0
766,And the flu isn't even that bad. A couple of sniffles is way better than the terrible side effects of the flu vaccine. ,M.Kapadia92,105,,00:00:52,anti-vaccine,0,1,1,0,0,1,
767,So with you on this one!,Sue_S,105,,00:04:53,pro-vaccine,0,0,0,1,1,0,0
768,"Stop framing the side effects as unknown, they are known to be minor and rare and protect all of us.",mewranda,105,,00:08:22,anti-vaccine,0,1,1,0,0,1,1
769,Are you kidding me? Thousands of people die from the flu each year!!! This number would be MUCH higher if it wasn't for vaccines. ,MrShazam,105,,00:04:47,pro-vaccine,0,0,0,1,1,0,
770,"Trust me when I say the flu is not minor for all. It can be serious, that's why we vaccinate.",masterchefterry,105,,00:00:42,anti-vaccine,0,1,1,0,0,1,1
771,I hope you never end up in a situation that forces you to understand how dangerous the flu can truly be. This is a reality for a lot of people.,gwenfromtheblock,105,,00:04:40,pro-vaccine,0,0,0,1,1,0,0
772,So nice to see more young people on the right side of this!,Ataylor,106,,00:05:15,pro-vaccine,0,0,0,1,1,0,0
773,Way to think for yourself! NO VACCINES!!,Sue_S,106,,00:09:49,pro-vaccine,0,0,0,1,1,0,0
774,The toxins are SO terrible!,karenM,106,,00:06:04,anti-vaccine,0,1,1,0,0,1,1
775,..... I seriously don't understand what toxins? What are you talking about?,masterchefterry,106,,00:00:29,anti-vaccine,0,1,1,0,0,1,1
776,Pretty sure if vaccines were actually toxic we would notice much more of a problem,gwenfromtheblock,106,,00:00:31,anti-vaccine,0,1,1,0,0,1,1
777,"You may have good intentions, don't spread information when you are clearly so uninformed on the subject.",fgonzalez,106,,00:08:32,pro-vaccine,0,0,0,1,1,0,0
778,It's like they're TRYING to confuse us! Can't trust it,Sue_S,107,,00:00:18,pro-vaccine,0,0,0,1,1,0,0
779,"When you look into what those ingredients actually are, it only gets worse. No way it's healthy!",karenM,107,,00:04:47,pro-vaccine,0,0,0,1,1,0,0
780,I just don't understand how people can inject themselves with such terrible toxic chemicals like its nothing,Ataylor,107,,00:00:52,anti-vaccine,0,1,1,0,0,1,
781,How someone can see the ingredients in vaccines and still be okay with getting them makes no sense to me.,jake_turk,107,,00:01:00,anti-vaccine,0,1,1,0,0,1,1
782,"You may not understand it, but the scientists do and that's what matters. They're the experts here.",gwenfromtheblock,107,,00:05:12,anti-vaccine,0,1,1,0,0,1,1
783,Scientists can justify it. You don't have to. Just get the vaccine and stop making up things in your head. ,Marcymaniac,107,,00:04:47,pro-vaccine,0,0,0,1,1,0,
784,You underestimate the extreme tests vaccines go through. They are NOT unpredictable.,fgonzalez,107,,00:09:08,pro-vaccine,0,0,0,1,1,0,0
785,"Vaccines keep all of us safe, and are a key part of herd immunity. Please try to understand this.",VitaBOCA,107,,00:07:28,pro-vaccine,0,0,0,1,1,0,0
786,Feel free to ask me any questions! Been through it before,karenM,108,,00:00:53,anti-vaccine,0,1,1,0,0,1,1
787,"Ugh this can be such a pain, but so smart! Totally support you this is the right thing to be doing",jake_turk,108,,00:01:28,anti-vaccine,0,1,1,0,0,1,1
788,You should be able to just ask the school about how to be exempt. It's your right!,snowbird,108,,00:06:59,anti-vaccine,0,1,1,0,0,1,1
789,Please remember schools recommend being vaccinated for a reason.,fgonzalez,108,,00:08:24,pro-vaccine,0,0,0,1,1,0,0
790,"This really isn't responsible, vaccinating your kids would better protect all of their classmates.",VitaBOCA,108,,00:05:13,pro-vaccine,0,0,0,1,1,0,0
791,"These decisions affect everyone, remember. The responsible thing to do is keep your kids' school safe and vaccinate them.",EZpz,108,,00:03:20,pro-vaccine,0,0,0,1,1,0,0
792,"So true, but what do you expect, the sheep to listen to logic?",jake_turk,109,,00:04:53,anti-vaccine,0,1,1,0,0,1,1
793,Say it louder for the people in the back!!! THIS!!,snowbird,109,,00:04:40,anti-vaccine,0,1,1,0,0,1,1
794,Give me the flu over those side effects any day.,difrad,109,,00:06:39,anti-vaccine,0,1,1,0,0,1,1
795,"We're talking protection from deadly disease here, not some minor thing.",VitaBOCA,109,,00:09:45,pro-vaccine,0,0,0,1,1,0,0
796,"Vaccines are safe, and save lives. Where is your evidence that says otherwise?",EZpz,109,,00:04:58,pro-vaccine,0,0,0,1,1,0,0
797,"You have to stop spreading this disinformation, it's so reckless.",MrShazam,109,,00:09:13,pro-vaccine,0,0,0,1,1,0,0
798,People are so dumb!! Why would you get vaccinated??,snowbird,110,,00:00:29,anti-vaccine,0,1,1,0,0,1,1
799,EXACTLY!!!,difrad,110,,00:07:29,anti-vaccine,0,1,1,0,0,1,1
800,"RIGHT? I'll take my chances with my natural immunity instead, thanks!!",wiz_khaleesi,110,,00:01:00,anti-vaccine,0,1,1,0,0,1,1
801,LMAO vaccine logic is so wack,M.Kapadia92,110,,00:03:41,pro-vaccine,0,0,0,1,1,0,0
802,"Bruh. If you don't understand immunity (which you clearly don't), don't post about it.",EZpz,110,,00:02:45,pro-vaccine,0,0,0,1,1,0,0
803,"You do know it's not the actual active virus, right? Vaccines teach your immune system how to respond to the real thing.",MrShazam,110,,00:02:41,pro-vaccine,0,0,0,1,1,0,0
